id,type,name,creator,starring,year,rating,time,genres,country,describle
80119234,movie,bright,guillermo del toro,"will smith, joel edgerton, noomi rapace",2017,tv-ma,117 min,"crime movies ,action & adventure movies",united states,"in an la rife with interspecies tensions, a human cop and his orc partner stumble on a powerful object and become embroiled in a prophesied turf war."
81306306,movie,the seven deadly sins: grudge of edinburgh part 2,guillermo del toro,"ayumu murase, koki uchiyama, yuki kaji",2023,tv-14,54 min,"action anime ,fantasy anime ,action & adventure movies ,anime movies",japan,"reunited with lancelot for the first time since their tragic accident, tristan must learn to conquer his inner demons in order to save his mother's life."
81640916,movie,project wolf hunting,guillermo del toro,"seo in-guk, jang dong-yoon, choi gwi-hwa",2022,tv-ma,117 min,"sci-fi movies ,horror movies ,action & adventure movies",south korea,a cargo ship transporting a group of hostile inmates from the philippines to south korea erupts into chaos when they join forces to hijack the vessel.
70208599,movie,the amazing spider-man,guillermo del toro,"andrew garfield, emma stone, rhys ifans",2012,tv-pg,136 min,"sci-fi movies ,action & adventure movies",united states,"in this reboot of the hit superhero franchise, high schooler peter parker learns to wield his newfound powers while facing down arch-villain the lizard."
81277430,movie,love and monsters,guillermo del toro,"dylan o'brien, jessica henwick, michael rooker",2021,tv-pg,109 min,"family movies ,sci-fi movies ,comedy movies ,action & adventure movies ,teen movies",united states,"seven years after he survived the monster apocalypse, lovably hapless joel leaves his cozy underground bunker behind on a quest to reunite with his ex."
81665916,movie,loi bao,guillermo del toro,"cuong seven, nha phuong, hoang son",2017,tv-14,113 min,"sci-fi movies ,drama movies ,action & adventure movies",vietnam,"after being diagnosed with a terminal illness, a man goes through an experimental surgery and finds himself in possession of superhuman abilities."
81309354,movie,the adam project,guillermo del toro,"ryan reynolds, mark ruffalo, jennifer garner",2022,tv-pg,106 min,"family movies ,sci-fi movies ,comedy movies ,action & adventure movies",united states,"after accidentally crash-landing in 2022, time-traveling fighter pilot adam reed teams up with his 12-year-old self on a mission to save the future."
80016588,movie,chappie,guillermo del toro,"sharlto copley, hugh jackman, sigourney weaver",2015,tv-14,120 min,"sci-fi movies ,crime movies ,action & adventure movies",united states,"in a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence."
81418302,movie,new gods: nezha reborn,guillermo del toro,"yang tianxiang, zhang he, xuan xiaoming",2021,tv-pg,110 min,"adult animation ,action anime ,movies based on books ,fantasy anime ,action & adventure movies ,anime movies",china,"while living as an ordinary deliveryman and motor racing fan, nezha encounters old nemeses and must rediscover his powers to protect his loved ones."
81410810,movie,demon slayer -kimetsu no yaiba- the movie: mugen train,guillermo del toro,"natsuki hanae, akari kito, hiro shimono",2020,tv-14,116 min,"action anime ,historical anime ,fantasy anime ,action & adventure movies ,anime movies",japan,"with kyojuro rengoku, tanjiro and the others board the mugen train to face a demon who traps his victims in dreams so sweet, they never want to wake up."
80149259,movie,gantz:o,guillermo del toro,"daisuke ono, m・a・o, tomohiro kaku",2016,tv-ma,95 min,"action anime ,sci-fi movies ,horror movies ,horror anime ,action & adventure movies ,sci-fi anime ,anime movies",japan,teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in tokyo and osaka.
81094067,movie,space sweepers,guillermo del toro,"song joong-ki, kim tae-ri, jin sun-kyu",2021,tv-14,136 min,"sci-fi movies ,drama movies ,action & adventure movies",south korea,"chasing after space debris and faraway dreams in year 2092, four misfits unearth explosive secrets during the attempted trade of a wide-eyed humanoid."
81473627,movie,warriors of future,guillermo del toro,"louis koo, sean lau, carina lau",2022,tv-pg,101 min,"sci-fi movies ,drama movies ,action & adventure movies",china,"when a meteor carrying a destructive plant strikes the world, a suicide squad is given hours to save their post-apocalyptic city from total collapse."
81439253,movie,mobile suit gundam hathaway,guillermo del toro,"kensho ono, reina ueda, junichi suwabe",2021,tv-14,96 min,"action anime ,sci-fi movies ,mecha & cyborg anime ,movies based on books ,action & adventure movies ,sci-fi anime ,anime movies",japan,"after char’s rebellion, hathaway noa leads an insurgency against earth federation, but meeting an enemy officer and a mysterious woman alters his fate."
81263946,movie,the seven deadly sins: cursed by light,guillermo del toro,"yuki kaji, sora amamiya, misaki kuno",2021,tv-pg,80 min,"action anime ,fantasy anime ,action & adventure movies ,anime movies",japan,meliodas and his friends jump back into action when the new era of peace is threatened by a powerful magical alliance that could spell the end for all.
80218306,movie,rim of the world,guillermo del toro,"jack gore, miya cech, benjamin flores jr.",2019,tv-14,99 min,"sci-fi movies ,independent movies ,action & adventure movies ,teen movies",united states,"stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
81037868,tv show,the witcher: nightmare of the wolf,guillermo del toro,"theo james, mary mcdonnell, lara pulver",2021,tv-ma,1h 23m,"action anime ,tv shows based on books ,anime series ,movies based on books ,fantasy anime ,action & adventure movies ,anime movies",united states,"escaping from poverty to become a witcher, vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past."
70301367,movie,jupiter ascending,guillermo del toro,"mila kunis, channing tatum, sean bean",2015,tv-14,127 min,"sci-fi movies ,action & adventure movies",united states,a young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.
81408703,movie,cosmic sin,guillermo del toro,"frank grillo, bruce willis, brandon thomas lee",2021,tv-ma,84 min,"sci-fi movies ,action & adventure movies",united states,"in the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet."
81406611,movie,monster run,guillermo del toro,"shawn yue, jessie li, kara wai",2020,tv-pg,104 min,"movies based on books ,action & adventure movies",china,"jimo, an outcast who can see monsters, teams up with a monster hunter to fight evil forces and soon discovers her greater calling."
81555916,movie,the characters of the continent,guillermo del toro,"henry cavill, anya chalotra, freya allan",2021,tv-ma,9 min,"drama movies ,movies based on books ,action & adventure movies",united states,"with the cast and creator as your guides, explore the world of elves, dwarves, mages and witchers with behind-the-scenes footage, interviews and more."
81198900,movie,f9: the fast saga,guillermo del toro,"vin diesel, michelle rodriguez, tyrese gibson",2021,tv-14,142 min,"crime movies ,action & adventure movies",united states,dominic toretto and the crew race to foil a civilization-threatening plot led by an elite criminal — who also happens to be dom's own brother.
80124486,movie,xxx: return of xander cage,guillermo del toro,"vin diesel, donnie yen, samuel l. jackson",2017,tv-pg,107 min,action & adventure movies,united states,"xander cage returns from his self-imposed exile to help the cia retrieve pandora's box, a device that can turn satellites into warheads."
81161626,movie,red notice,guillermo del toro,"dwayne johnson, ryan reynolds, gal gadot",2021,tv-pg,118 min,"crime movies ,comedy movies ,action & adventure movies",united states,an fbi profiler pursuing the world's most wanted art thief becomes his reluctant partner in crime to catch an elusive crook who's always one step ahead.
70230088,movie,the expendables 2,guillermo del toro,"sylvester stallone, jason statham, jet li",2012,tv-14,102 min,action & adventure movies,united states,"the team reunites for a simple mission, but when a comrade is killed on the job, payback becomes top priority — even in the face of deadly threats."
80179070,movie,alpha,guillermo del toro,"kodi smit-mcphee, leonor varela, jóhannes haukur jóhannesson",2017,tv-pg,96 min,"family movies ,drama movies ,action & adventure movies",united states,"during the last ice age, a boy forges a transformative bond with a wolf and treks through an unforgiving landscape to reunite with his tribe."
80210715,movie,robin hood,guillermo del toro,"taron egerton, jamie foxx, ben mendelsohn",2018,tv-14,116 min,"period pieces ,action & adventure movies",united states,a war-weary thief masquerades as a frivolous playboy while secretly leading a revolt against the wicked sheriff of nottingham.
70295061,movie,noah,guillermo del toro,"russell crowe, jennifer connelly, ray winstone",2014,tv-14,137 min,"drama movies ,action & adventure movies",united states,"after a pious man receives a vision of an apocalyptic flood sent by god, he begins building an ark large enough for his family and pairs of every animal."
